2022-05-15 19:05:49 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:992 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (e0642ec6e702afb15baa61388605b32c)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-16 22:05:648 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:609 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (079e98383943e8069df193f6ceffebaf)] -> link text: Log in]
2022-05-16 22:05:663 INFO  LoginPage :49 - Enter Email : xyz123@gmail.com[[ChromeDriver: chrome on WINDOWS (079e98383943e8069df193f6ceffebaf)] -> id: Email]
2022-05-16 22:05:709 INFO  LoginPage :54 - Enter Password : abc123[[ChromeDriver: chrome on WINDOWS (079e98383943e8069df193f6ceffebaf)] -> name: Password]
2022-05-16 22:05:69 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (079e98383943e8069df193f6ceffebaf)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 22:05:81 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (079e98383943e8069df193f6ceffebaf)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-16 22:05:705 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:45 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (5a2ce44aa4fa7e73bc4f90f3f7fb3dc5)] -> link text: Log in]
2022-05-16 22:05:118 INFO  LoginPage :49 - Enter Email : adfafasd@gmail.com[[ChromeDriver: chrome on WINDOWS (5a2ce44aa4fa7e73bc4f90f3f7fb3dc5)] -> id: Email]
2022-05-16 22:05:186 INFO  LoginPage :54 - Enter Password : xyz123[[ChromeDriver: chrome on WINDOWS (5a2ce44aa4fa7e73bc4f90f3f7fb3dc5)] -> name: Password]
2022-05-16 22:05:586 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (5a2ce44aa4fa7e73bc4f90f3f7fb3dc5)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 22:05:602 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (5a2ce44aa4fa7e73bc4f90f3f7fb3dc5)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-16 22:05:275 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:789 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (c28d92389698788cbae77914b04f8a06)] -> link text: Register]
2022-05-16 22:05:832 INFO  DeskTopPage :92 - Verify Register Page Text : Register[[ChromeDriver: chrome on WINDOWS (c28d92389698788cbae77914b04f8a06)] -> xpath: //h1[normalize-space()='Register']]
2022-05-16 22:05:478 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-16 22:05:481 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (e0c58d8c8714ebbbf3967ff77e5e9e23)] -> link text: Register]
2022-05-16 22:05:559 INFO  DeskTopPage :140 - Click Register Button : [[ChromeDriver: chrome on WINDOWS (e0c58d8c8714ebbbf3967ff77e5e9e23)] -> xpath: //button[@id='register-button']]
2022-05-16 22:05:610 INFO  DeskTopPage :155 - First name error : First name is required[[ChromeDriver: chrome on WINDOWS (e0c58d8c8714ebbbf3967ff77e5e9e23)] -> xpath: //span[@id='FirstName-error']]
2022-05-16 22:05:637 INFO  DeskTopPage :160 - Last name error : Last name id required[[ChromeDriver: chrome on WINDOWS (e0c58d8c8714ebbbf3967ff77e5e9e23)] -> xpath: //span[@id='LastName-error']]
2022-05-16 22:05:662 INFO  DeskTopPage :165 - Email error : Email is required[[ChromeDriver: chrome on WINDOWS (e0c58d8c8714ebbbf3967ff77e5e9e23)] -> xpath: //span[@id='Email-error']]
2022-05-16 22:05:687 INFO  DeskTopPage :170 - Password error : Password is required[[ChromeDriver: chrome on WINDOWS (e0c58d8c8714ebbbf3967ff77e5e9e23)] -> xpath: //span[@id='Password-error']]
2022-05-16 22:05:712 INFO  DeskTopPage :175 - Confirm password error  : Confirm password is required[[ChromeDriver: chrome on WINDOWS (e0c58d8c8714ebbbf3967ff77e5e9e23)] -> xpath: //span[@id='ConfirmPassword-error']]
2022-05-16 22:05:347 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:913 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:520 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (f6c06220172776cdf1ac5c7dd2c4db01)] -> link text: Log in]
2022-05-17 22:05:251 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:558 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (31a622f0308bf2ab7948ab64f87ac8c4)] -> link text: Log in]
2022-05-17 22:05:667 INFO  LoginPage :49 - Enter Email : primefivetest@yahoo.com[[ChromeDriver: chrome on WINDOWS (31a622f0308bf2ab7948ab64f87ac8c4)] -> id: Email]
2022-05-17 22:05:745 INFO  LoginPage :54 - Enter Password : abc123[[ChromeDriver: chrome on WINDOWS (31a622f0308bf2ab7948ab64f87ac8c4)] -> name: Password]
2022-05-17 22:05:143 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (31a622f0308bf2ab7948ab64f87ac8c4)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 22:05:837 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:156 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (21f397165708700940d530ad09bff79f)] -> link text: Log in]
2022-05-17 22:05:224 INFO  LoginPage :49 - Enter Email : email[[ChromeDriver: chrome on WINDOWS (21f397165708700940d530ad09bff79f)] -> id: Email]
2022-05-17 22:05:311 INFO  LoginPage :54 - Enter Password : Dia123[[ChromeDriver: chrome on WINDOWS (21f397165708700940d530ad09bff79f)] -> name: Password]
2022-05-17 22:05:573 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:868 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (4f14d15bafcfb9f604623e377f4ecdf8)] -> link text: Log in]
2022-05-17 22:05:957 INFO  LoginPage :49 - Enter Email : abcd123@gmail.com[[ChromeDriver: chrome on WINDOWS (4f14d15bafcfb9f604623e377f4ecdf8)] -> id: Email]
2022-05-17 22:05:40 INFO  LoginPage :54 - Enter Password : xyz123[[ChromeDriver: chrome on WINDOWS (4f14d15bafcfb9f604623e377f4ecdf8)] -> name: Password]
2022-05-17 22:05:459 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (4f14d15bafcfb9f604623e377f4ecdf8)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 22:05:475 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (4f14d15bafcfb9f604623e377f4ecdf8)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 22:05:201 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:800 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (256e58eb5feade9dd52fdb2ddef2e628)] -> link text: Log in]
2022-05-17 22:05:908 INFO  LoginPage :49 - Enter Email : xyz123@gmail.com[[ChromeDriver: chrome on WINDOWS (256e58eb5feade9dd52fdb2ddef2e628)] -> id: Email]
2022-05-17 22:05:998 INFO  LoginPage :54 - Enter Password : abc123[[ChromeDriver: chrome on WINDOWS (256e58eb5feade9dd52fdb2ddef2e628)] -> name: Password]
2022-05-17 22:05:445 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (256e58eb5feade9dd52fdb2ddef2e628)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 22:05:480 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (256e58eb5feade9dd52fdb2ddef2e628)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 22:05:227 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:700 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (30b185b13b1daaa553bc630c928a5b94)] -> link text: Log in]
2022-05-17 22:05:812 INFO  LoginPage :49 - Enter Email : adfafasd@gmail.com[[ChromeDriver: chrome on WINDOWS (30b185b13b1daaa553bc630c928a5b94)] -> id: Email]
2022-05-17 22:05:897 INFO  LoginPage :54 - Enter Password : xyz123[[ChromeDriver: chrome on WINDOWS (30b185b13b1daaa553bc630c928a5b94)] -> name: Password]
2022-05-17 22:05:374 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (30b185b13b1daaa553bc630c928a5b94)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 22:05:391 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (30b185b13b1daaa553bc630c928a5b94)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 22:05:765 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:668 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (9a79d663e89fa29c9c1a7ee26f99a2da)] -> link text: Log in]
2022-05-17 22:05:382 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:961 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (a47edc91fdd6661d49a2d26da1ce2010)] -> link text: Log in]
2022-05-17 22:05:75 INFO  LoginPage :49 - Enter Email : primefivetest@yahoo.com[[ChromeDriver: chrome on WINDOWS (a47edc91fdd6661d49a2d26da1ce2010)] -> id: Email]
2022-05-17 22:05:157 INFO  LoginPage :54 - Enter Password : abc123[[ChromeDriver: chrome on WINDOWS (a47edc91fdd6661d49a2d26da1ce2010)] -> name: Password]
2022-05-17 22:05:622 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (a47edc91fdd6661d49a2d26da1ce2010)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 22:05:328 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:562 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (c787d635a4f917abb7545f1be1525282)] -> link text: Log in]
2022-05-17 22:05:635 INFO  LoginPage :49 - Enter Email : email[[ChromeDriver: chrome on WINDOWS (c787d635a4f917abb7545f1be1525282)] -> id: Email]
2022-05-17 22:05:717 INFO  LoginPage :54 - Enter Password : Dia123[[ChromeDriver: chrome on WINDOWS (c787d635a4f917abb7545f1be1525282)] -> name: Password]
2022-05-17 22:05:673 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:305 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (679730155f32923192a8fb83e8978daa)] -> link text: Log in]
2022-05-17 22:05:480 INFO  LoginPage :49 - Enter Email : abcd123@gmail.com[[ChromeDriver: chrome on WINDOWS (679730155f32923192a8fb83e8978daa)] -> id: Email]
2022-05-17 22:05:586 INFO  LoginPage :54 - Enter Password : xyz123[[ChromeDriver: chrome on WINDOWS (679730155f32923192a8fb83e8978daa)] -> name: Password]
2022-05-17 22:05:49 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (679730155f32923192a8fb83e8978daa)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 22:05:74 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (679730155f32923192a8fb83e8978daa)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 22:05:839 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:710 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (d8607781c6134f7b7fd517e35340c134)] -> link text: Log in]
2022-05-17 22:05:836 INFO  LoginPage :49 - Enter Email : xyz123@gmail.com[[ChromeDriver: chrome on WINDOWS (d8607781c6134f7b7fd517e35340c134)] -> id: Email]
2022-05-17 22:05:914 INFO  LoginPage :54 - Enter Password : abc123[[ChromeDriver: chrome on WINDOWS (d8607781c6134f7b7fd517e35340c134)] -> name: Password]
2022-05-17 22:05:346 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (d8607781c6134f7b7fd517e35340c134)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 22:05:373 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (d8607781c6134f7b7fd517e35340c134)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 22:05:83 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:659 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (14ce2bad90fd696a240d03b419f35875)] -> link text: Log in]
2022-05-17 22:05:775 INFO  LoginPage :49 - Enter Email : adfafasd@gmail.com[[ChromeDriver: chrome on WINDOWS (14ce2bad90fd696a240d03b419f35875)] -> id: Email]
2022-05-17 22:05:868 INFO  LoginPage :54 - Enter Password : xyz123[[ChromeDriver: chrome on WINDOWS (14ce2bad90fd696a240d03b419f35875)] -> name: Password]
2022-05-17 22:05:321 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (14ce2bad90fd696a240d03b419f35875)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 22:05:340 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (14ce2bad90fd696a240d03b419f35875)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 22:05:108 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:323 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (7d2cd5bd9230fcb43481d962e0df60a1)] -> link text: Register]
2022-05-17 22:05:358 INFO  DeskTopPage :92 - Verify Register Page Text : Register[[ChromeDriver: chrome on WINDOWS (7d2cd5bd9230fcb43481d962e0df60a1)] -> xpath: //h1[normalize-space()='Register']]
2022-05-17 22:05:78 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:841 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (7d6cab3307e5a6b05d52431b1603e3af)] -> link text: Register]
2022-05-17 22:05:929 INFO  DeskTopPage :140 - Click Register Button : [[ChromeDriver: chrome on WINDOWS (7d6cab3307e5a6b05d52431b1603e3af)] -> xpath: //button[@id='register-button']]
2022-05-17 22:05:986 INFO  DeskTopPage :155 - First name error : First name is required[[ChromeDriver: chrome on WINDOWS (7d6cab3307e5a6b05d52431b1603e3af)] -> xpath: //span[@id='FirstName-error']]
2022-05-17 22:05:17 INFO  DeskTopPage :160 - Last name error : Last name id required[[ChromeDriver: chrome on WINDOWS (7d6cab3307e5a6b05d52431b1603e3af)] -> xpath: //span[@id='LastName-error']]
2022-05-17 22:05:51 INFO  DeskTopPage :165 - Email error : Email is required[[ChromeDriver: chrome on WINDOWS (7d6cab3307e5a6b05d52431b1603e3af)] -> xpath: //span[@id='Email-error']]
2022-05-17 22:05:77 INFO  DeskTopPage :170 - Password error : Password is required[[ChromeDriver: chrome on WINDOWS (7d6cab3307e5a6b05d52431b1603e3af)] -> xpath: //span[@id='Password-error']]
2022-05-17 22:05:106 INFO  DeskTopPage :175 - Confirm password error  : Confirm password is required[[ChromeDriver: chrome on WINDOWS (7d6cab3307e5a6b05d52431b1603e3af)] -> xpath: //span[@id='ConfirmPassword-error']]
2022-05-17 22:05:789 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 22:05:76 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (7ff9f7d0003a4a240a18cb2a155bd06d)] -> link text: Register]
2022-05-17 22:05:155 INFO  DeskTopPage :97 - Select Gender : Female[[ChromeDriver: chrome on WINDOWS (7ff9f7d0003a4a240a18cb2a155bd06d)] -> xpath: //input[@name='Gender']]
2022-05-17 22:05:268 INFO  DeskTopPage :102 - First name : Dia[[ChromeDriver: chrome on WINDOWS (7ff9f7d0003a4a240a18cb2a155bd06d)] -> xpath: //input[@id='FirstName']]
2022-05-17 22:05:372 INFO  DeskTopPage :107 - Last name : Patel[[ChromeDriver: chrome on WINDOWS (7ff9f7d0003a4a240a18cb2a155bd06d)] -> xpath: //input[@id='LastName']]
2022-05-17 23:05:759 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:144 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (d93a939d74fd59ea599f2023163a635f)] -> link text: Register]
2022-05-17 23:05:233 INFO  DeskTopPage :92 - Verify Register Page Text : Register[[ChromeDriver: chrome on WINDOWS (d93a939d74fd59ea599f2023163a635f)] -> xpath: //h1[normalize-space()='Register']]
2022-05-17 23:05:308 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:943 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (fa3e6a7af8155c9c30b74c4385430868)] -> link text: Register]
2022-05-17 23:05:38 INFO  DeskTopPage :92 - Verify Register Page Text : Register[[ChromeDriver: chrome on WINDOWS (fa3e6a7af8155c9c30b74c4385430868)] -> xpath: //h1[normalize-space()='Register']]
2022-05-17 23:05:874 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:906 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (f8ed364457a99253bd61a7d608d5d1ac)] -> link text: Register]
2022-05-17 23:05:60 INFO  DeskTopPage :140 - Click Register Button : [[ChromeDriver: chrome on WINDOWS (f8ed364457a99253bd61a7d608d5d1ac)] -> xpath: //button[@id='register-button']]
2022-05-17 23:05:156 INFO  DeskTopPage :155 - First name error : First name is required[[ChromeDriver: chrome on WINDOWS (f8ed364457a99253bd61a7d608d5d1ac)] -> xpath: //span[@id='FirstName-error']]
2022-05-17 23:05:210 INFO  DeskTopPage :160 - Last name error : Last name id required[[ChromeDriver: chrome on WINDOWS (f8ed364457a99253bd61a7d608d5d1ac)] -> xpath: //span[@id='LastName-error']]
2022-05-17 23:05:264 INFO  DeskTopPage :165 - Email error : Email is required[[ChromeDriver: chrome on WINDOWS (f8ed364457a99253bd61a7d608d5d1ac)] -> xpath: //span[@id='Email-error']]
2022-05-17 23:05:315 INFO  DeskTopPage :170 - Password error : Password is required[[ChromeDriver: chrome on WINDOWS (f8ed364457a99253bd61a7d608d5d1ac)] -> xpath: //span[@id='Password-error']]
2022-05-17 23:05:372 INFO  DeskTopPage :175 - Confirm password error  : Confirm password is required[[ChromeDriver: chrome on WINDOWS (f8ed364457a99253bd61a7d608d5d1ac)] -> xpath: //span[@id='ConfirmPassword-error']]
2022-05-17 23:05:197 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:416 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (f76571dbf1bf3befdaca461b35c41bb2)] -> link text: Register]
2022-05-17 23:05:530 INFO  DeskTopPage :97 - Select Gender : Female[[ChromeDriver: chrome on WINDOWS (f76571dbf1bf3befdaca461b35c41bb2)] -> xpath: //input[@name='Gender']]
2022-05-17 23:05:712 INFO  DeskTopPage :102 - First name : Dia[[ChromeDriver: chrome on WINDOWS (f76571dbf1bf3befdaca461b35c41bb2)] -> xpath: //input[@id='FirstName']]
2022-05-17 23:05:872 INFO  DeskTopPage :107 - Last name : Patel[[ChromeDriver: chrome on WINDOWS (f76571dbf1bf3befdaca461b35c41bb2)] -> xpath: //input[@id='LastName']]
2022-05-17 23:05:473 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:771 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (95367fbb94f326cae28c2355b738d6fa)] -> link text: Register]
2022-05-17 23:05:831 INFO  RegisterPage :92 - Verify Register Page Text : Register[[ChromeDriver: chrome on WINDOWS (95367fbb94f326cae28c2355b738d6fa)] -> xpath: //h1[normalize-space()='Register']]
2022-05-17 23:05:664 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:713 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (249965b7478246bc1e8006842497db5f)] -> link text: Register]
2022-05-17 23:05:873 INFO  RegisterPage :140 - Click Register Button : [[ChromeDriver: chrome on WINDOWS (249965b7478246bc1e8006842497db5f)] -> xpath: //button[@id='register-button']]
2022-05-17 23:05:926 INFO  RegisterPage :155 - First name error : First name is required[[ChromeDriver: chrome on WINDOWS (249965b7478246bc1e8006842497db5f)] -> xpath: //span[@id='FirstName-error']]
2022-05-17 23:05:15 INFO  RegisterPage :160 - Last name error : Last name id required[[ChromeDriver: chrome on WINDOWS (249965b7478246bc1e8006842497db5f)] -> xpath: //span[@id='LastName-error']]
2022-05-17 23:05:65 INFO  RegisterPage :165 - Email error : Email is required[[ChromeDriver: chrome on WINDOWS (249965b7478246bc1e8006842497db5f)] -> xpath: //span[@id='Email-error']]
2022-05-17 23:05:106 INFO  RegisterPage :170 - Password error : Password is required[[ChromeDriver: chrome on WINDOWS (249965b7478246bc1e8006842497db5f)] -> xpath: //span[@id='Password-error']]
2022-05-17 23:05:148 INFO  RegisterPage :175 - Confirm password error  : Confirm password is required[[ChromeDriver: chrome on WINDOWS (249965b7478246bc1e8006842497db5f)] -> xpath: //span[@id='ConfirmPassword-error']]
2022-05-17 23:05:904 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:755 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (b3d1822c5c391b3021b0e4e3b1f743c6)] -> link text: Register]
2022-05-17 23:05:850 INFO  RegisterPage :97 - Select Gender : Female[[ChromeDriver: chrome on WINDOWS (b3d1822c5c391b3021b0e4e3b1f743c6)] -> xpath: //input[@name='Gender']]
2022-05-17 23:05:39 INFO  RegisterPage :102 - First name : Dia[[ChromeDriver: chrome on WINDOWS (b3d1822c5c391b3021b0e4e3b1f743c6)] -> xpath: //input[@id='FirstName']]
2022-05-17 23:05:210 INFO  RegisterPage :107 - Last name : Patel[[ChromeDriver: chrome on WINDOWS (b3d1822c5c391b3021b0e4e3b1f743c6)] -> xpath: //input[@id='LastName']]
2022-05-17 23:05:461 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:878 INFO  HomePage :72 - Clicking on Register link : [[ChromeDriver: chrome on WINDOWS (94149a456fb879a40705902c6c75ac2c)] -> link text: Register]
2022-05-17 23:05:03 INFO  RegisterPage :97 - Select Gender : Female[[ChromeDriver: chrome on WINDOWS (94149a456fb879a40705902c6c75ac2c)] -> xpath: //input[@name='Gender']]
2022-05-17 23:05:194 INFO  RegisterPage :102 - First name : Dia[[ChromeDriver: chrome on WINDOWS (94149a456fb879a40705902c6c75ac2c)] -> xpath: //input[@id='FirstName']]
2022-05-17 23:05:397 INFO  RegisterPage :107 - Last name : Patel[[ChromeDriver: chrome on WINDOWS (94149a456fb879a40705902c6c75ac2c)] -> xpath: //input[@id='LastName']]
2022-05-17 23:05:751 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:863 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (f076c72e8a46370f9fda567a2dcf62bd)] -> link text: Log in]
2022-05-17 23:05:837 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:120 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (83e5afc0fcffb22e72117151dc73f472)] -> link text: Log in]
2022-05-17 23:05:317 INFO  LoginPage :49 - Enter Email : primefivetest@yahoo.com[[ChromeDriver: chrome on WINDOWS (83e5afc0fcffb22e72117151dc73f472)] -> id: Email]
2022-05-17 23:05:440 INFO  LoginPage :54 - Enter Password : abc123[[ChromeDriver: chrome on WINDOWS (83e5afc0fcffb22e72117151dc73f472)] -> name: Password]
2022-05-17 23:05:995 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (83e5afc0fcffb22e72117151dc73f472)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 23:05:850 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:686 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (410f9d879475a4cc7d404ee4fe47316a)] -> link text: Log in]
2022-05-17 23:05:782 INFO  LoginPage :49 - Enter Email : email[[ChromeDriver: chrome on WINDOWS (410f9d879475a4cc7d404ee4fe47316a)] -> id: Email]
2022-05-17 23:05:898 INFO  LoginPage :54 - Enter Password : Dia123[[ChromeDriver: chrome on WINDOWS (410f9d879475a4cc7d404ee4fe47316a)] -> name: Password]
2022-05-17 23:05:119 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:727 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (50f02151d1bba329d97843fef8590b4c)] -> link text: Log in]
2022-05-17 23:05:888 INFO  LoginPage :49 - Enter Email : abcd123@gmail.com[[ChromeDriver: chrome on WINDOWS (50f02151d1bba329d97843fef8590b4c)] -> id: Email]
2022-05-17 23:05:45 INFO  LoginPage :54 - Enter Password : xyz123[[ChromeDriver: chrome on WINDOWS (50f02151d1bba329d97843fef8590b4c)] -> name: Password]
2022-05-17 23:05:664 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (50f02151d1bba329d97843fef8590b4c)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 23:05:710 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (50f02151d1bba329d97843fef8590b4c)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 23:05:674 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:419 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (2312df15633de88303c8db1e3464b446)] -> link text: Log in]
2022-05-17 23:05:578 INFO  LoginPage :49 - Enter Email : xyz123@gmail.com[[ChromeDriver: chrome on WINDOWS (2312df15633de88303c8db1e3464b446)] -> id: Email]
2022-05-17 23:05:723 INFO  LoginPage :54 - Enter Password : abc123[[ChromeDriver: chrome on WINDOWS (2312df15633de88303c8db1e3464b446)] -> name: Password]
2022-05-17 23:05:377 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (2312df15633de88303c8db1e3464b446)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 23:05:424 INFO  LoginPage :63 - Getting error message : [[ChromeDriver: chrome on WINDOWS (2312df15633de88303c8db1e3464b446)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 23:05:313 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 23:05:499 INFO  HomePage :62 - Clicking on login link : [[ChromeDriver: chrome on WINDOWS (cdcf7bc88c525d47f07a1a28f1d3b5c7)] -> link text: Log in]
2022-05-17 23:05:676 INFO  LoginPage :49 - Enter Email : adfafasd@gmail.com[[ChromeDriver: chrome on WINDOWS (cdcf7bc88c525d47f07a1a28f1d3b5c7)] -> id: Email]
2022-05-17 23:05:785 INFO  LoginPage :54 - Enter Password : xyz123[[ChromeDriver: chrome on WINDOWS (cdcf7bc88c525d47f07a1a28f1d3b5c7)] -> name: Password]
2022-05-17 23:05:367 INFO  LoginPage :59 - Click on Login Button : [[ChromeDriver: chrome on WINDOWS (cdcf7bc88c525d47f07a1a28f1d3b5c7)] -> xpath: //button[contains(text(),'Log in')]]
